GOLDPOS	SID	TID	TOKEN	POS1	POS2
_	72	19	.	$.	$.
PAV	73	1	darein	PAV	ADV
_	73	2	soll	VMFIN	VMFIN
_	73	3	man	PIS	PIS
_	73	4	tauchen	VVFIN	VVFIN
_	73	5	seidene	ADJA	ADJA
_	73	6	Tüchlein	NN	NN
_	73	7	und	KON	KON
_	73	8	laulich	ADJD	ADJD
_	73	9	warm	ADJD	ADJD
_	73	10	auf	APPR	APPR
_	73	11	das	ART	ART
_	73	12	Herz	NN	NN
_	73	13	legen	VVINF	VVINF
_	73	14	.	$.	$.
_	74	1	man	PIS	PIS
_	74	2	soll	VMFIN	VMFIN
_	74	3	auch	ADV	ADV
_	74	4	Achtung	NN	NN
_	74	5	haben	VAFIN	VAFIN
_	74	6	/	$(	$(
KOUS	74	7	dass	ART	KOUS
_	74	8	der	ART	ART
_	74	9	Leib	NN	NN
_	74	10	nicht	PTKNEG	PTKNEG
_	74	11	gestopft	VVPP	VVPP
_	74	12	bleibe	VVFIN	VVFIN
_	74	13	/	$(	$(
_	74	14	sondern	KON	KON
_	74	15	muss	VMFIN	VMFIN
_	74	16	ihm	PPER	PPER
APPRART	74	17	zur	PTKZU	APPRART
_	74	18	Hilfe	NN	NN
VVINF	74	19	kommen	VVFIN	VVFIN
_	74	20	mit	APPR	APPR
NN	74	21	Zäpflein	NE	NN
_	74	22	/	$(	$(
_	74	23	mit	APPR	APPR
NN	74	24	Klistieren	VVINF	NN
_	74	25	/	$(	$(
_	74	26	und	KON	KON
_	74	27	auf	APPR	APPR
ADJA	74	28	andere	ADJA	PIS
NN	74	29	Weise	VVFIN	NN
_	74	30	/	$(	$(
KOUS	74	31	wie	KOKOM	KOUS
_	74	32	man	PIS	PIS
_	74	33	gewöhnlich	ADJD	ADJD
_	74	34	pflegt	VVFIN	VVFIN
_	74	35	.	$.	$.
_	75	1	über	APPR	APPR
_	75	2	das	ART	ART
_	75	3	alles	PIS	PIS
_	75	4	ist	VAFIN	VAFIN
_	75	5	zu	PTKZU	PTKZU
_	75	6	merken	VVINF	VVINF
_	75	7	/	$(	$(
KOUS	75	8	wie	KOKOM	KOUS
_	75	9	man	PIS	PIS
_	75	10	mit	APPR	APPR
_	75	11	den	ART	ART
NN	75	12	Beulen	VVINF	NN
VVINF	75	13	fortfaren	PTKVZ	VVINF
_	75	14	soll	VMFIN	VMFIN
_	75	15	/	$(	$(
PRELS	75	16	welche	PWAT	PRELS
_	75	17	doch	ADV	ADV
_	75	18	nicht	PTKNEG	PTKNEG
ADJA	75	19	einerlei	PIS	ADJA
_	75	20	Art	NN	NN
VAFIN	75	21	seien	VAINF	VAFIN
_	75	22	.	$.	$.
KOUS	76	1	dieweil	KOUS	ADV
_	76	2	auch	ADV	ADV
_	76	3	die	ART	ART
_	76	4	Feuchtigkeiten	NN	NN
PIS	76	5	mancherlei	PIAT	PIS
_	76	6	sind	VAFIN	VAFIN
_	76	7	/	$(	$(
ADV	76	8	doch	ADV	KON
_	76	9	sind	VAFIN	VAFIN
ADV	76	10	gemeiniglich	ADJD	ADJD
_	76	11	die	ART	ART
_	76	12	Farben	NN	NN
_	76	13	der	ART	ART
NN	76	14	Beulen	VVINF	NN
_	76	15	den	ART	ART
_	76	16	Feuchtigkeiten	NN	NN
_	76	17	gleichmäßig	ADJD	ADJD
_	76	18	/	$(	$(
_	76	19	und	KON	KON
_	76	20	daraus	PAV	PAV
_	76	21	zu	PTKZU	PTKZU
_	76	22	merken	VVINF	VVINF
_	76	23	ist	VAFIN	VAFIN
_	76	24	/	$(	$(
KOUS	76	25	dass	ART	KOUS
_	76	26	nicht	PTKNEG	PTKNEG
_	76	27	allerlei	PIAT	PIAT
NN	76	28	Beulen	VVINF	NN
ADV	76	29	gleich	ADV	ADJD
_	76	30	bald	ADV	ADV
_	76	31	zu	PTKZU	PTKZU
VVINF	76	32	ärzneien	NN	ADJD
_	76	33	sind	VAFIN	VAFIN
_	76	34	.	$.	$.
PDS	77	1	das	ART	PDS
_	77	2	muss	VMFIN	VMFIN
_	77	3	man	PIS	PIS
_	77	4	aber	ADV	ADV
_	77	5	merken	VVINF	VVINF
_	77	6	/	$(	$(
KOUS	77	7	dass	ART	KOUS
_	77	8	man	PIS	PIS
_	77	9	nicht	PTKNEG	PTKNEG
VVINF	77	10	säumen	VVFIN	VVINF
_	77	11	muss	VMFIN	VMFIN
_	77	12	mit	APPR	APPR
_	77	13	der	ART	ART
_	77	14	Eröffnung	NN	NN
_	77	15	/	$(	$(
_	77	16	sondern	KON	KON
_	77	17	mit	APPR	APPR
PIAT	77	18	allem	PIS	PIAT
_	77	19	Fleiß	NN	NN
_	77	20	eröffnen	VVINF	VVINF
_	77	21	/	$(	$(
_	77	22	und	KON	KON
_	77	23	keinerlei	PIAT	PIAT
NN	77	24	Weise	VVFIN	NN
_	77	25	auflegen	VVINF	VVINF
_	77	26	/	$(	$(
PRELS	77	27	was	PWS	PWS
VVINF	77	28	zurücktreiben	PTKZU	VVINF
_	77	29	möchte	VMFIN	VMFIN
_	77	30	.	$.	$.
_	78	1	darum	PAV	PAV
_	78	2	sind	VAFIN	VAFIN
PDS	78	3	die	ART	PDS
_	78	4	nicht	PTKNEG	PTKNEG
_	78	5	närrisch	ADJD	ADJD
_	78	6	die	ART	ART
_	78	7	die	ART	ART
NN	78	8	Beulen	VVINF	NN
_	78	9	mit	APPR	APPR
_	78	10	einem	ART	ART
TRUNC	78	11	las	VVFIN	ADJA
NN	78	12	Eisen	VVINF	NN
VVFIN	78	13	aufreißen	VVINF	VVINF
_	78	14	/	$(	$(
_	78	15	und	KON	KON
_	78	16	um	APPR	APPR
_	78	17	die	ART	ART
_	78	18	Geschwulst	NN	NN
VVFIN	78	19	hacken	VVINF	VVINF
_	78	20	/	$(	$(
_	78	21	und	KON	KON
_	78	22	darauf	PAV	PAV
_	78	23	einen	ART	ART
_	78	24	Kopf	NN	NN
_	78	25	setzen	VVINF	VVINF
_	78	26	lassen	VVINF	VVINF
_	78	27	/	$(	$(
PRELS	78	28	welches	PRELS	PWS
_	78	29	mit	APPR	APPR
NN	78	30	Macht	VVFIN	NN
_	78	31	die	ART	ART
_	78	32	Gift	NN	NN
APPR	78	33	zu	PTKZU	APPR
_	78	34	sich	PRF	PRF
_	78	35	ziehen	VVINF	VVINF
_	78	36	mag	VMFIN	VMFIN
_	78	37	.	$.	$.
ADV	79	1	zudem	APPR	ADV
_	79	2	soll	VMFIN	VMFIN
_	79	3	man	PIS	PIS
PIAT	79	4	ezliche	PIAT	ADJA
NN	79	5	Arznei	NE	NN
_	79	6	gebrauchen	VVINF	VVINF
_	79	7	/	$(	$(
KOUS	79	8	wie	KOKOM	KOUS
_	79	9	folgt	VVFIN	VVFIN
_	79	10	.	$.	$.
_	80	1	man	PIS	PIS
_	80	2	soll	VMFIN	VMFIN
CARD	80	3	eine	ART	ART
NN	80	4	Zwiebel	NE	NN
_	80	5	oder	KON	KON
CARD	80	6	zwei	NE	CARD
_	80	7	nehmen	VVINF	VVINF
_	80	8	/	$(	$(
_	80	9	davon	PAV	PAV
_	80	10	schneide	VVFIN	VVFIN
_	80	11	man	PIS	PIS
_	80	12	die	ART	ART
_	80	13	Köpfe	NN	NN
_	80	14	/	$(	$(
_	80	15	und	KON	KON
ADV	80	16	daselbst	NE	ADV
_	80	17	sollen	VMFIN	VMFIN
_	80	18	sie	PPER	PPER
_	80	19	ein	ART	ART
ADV	80	20	wenig	PIS	PIS
_	80	21	ausgehöhlt	VVPP	VVPP
_	80	22	werden	VAINF	VAINF
_	80	23	/	$(	$(
_	80	24	und	KON	KON
PAV	80	25	darein	PAV	ADV
_	80	26	einen	ART	ART
_	80	27	guten	ADJA	ADJA
_	80	28	Theriak	NN	NN
_	80	29	einfüllen	VVINF	VVINF
_	80	30	/	$(	$(
_	80	31	und	KON	KON
_	80	32	wiederum	ADV	ADV
_	80	33	mit	APPR	APPR
_	80	34	dem	ART	ART
_	80	35	vorigen	ADJA	ADJA
_	80	36	abgeschnittenem	ADJA	ADJA
_	80	37	Teil	NN	NN
_	80	38	zustopfen	VVINF	VVINF
_	80	39	/	$(	$(
_	80	40	und	KON	KON
_	80	41	soll	VMFIN	VMFIN
_	80	42	also	ADV	ADV
_	80	43	in	APPR	APPR
_	80	44	der	ART	ART
_	80	45	Asche	NN	NN
_	80	46	gebraten	VVPP	VVPP
_	80	47	/	$(	$(
PAV	80	48	darnach	PAV	ADV
VVPP	80	49	zerstoßen	NE	VVPP
_	80	50	und	KON	KON
_	80	51	auf	APPR	APPR
_	80	52	die	ART	ART
NN	80	53	Beule	VVFIN	NN
_	80	54	wie	KOKOM	KOKOM
_	80	55	ein	ART	ART
_	80	56	Pflaster	NN	NN
_	80	57	gelegt	VVPP	VVPP
_	80	58	werden	VAINF	VAINF
_	80	59	.	$.	$.
_	81	1	denn	KON	KON
_	81	2	der	ART	ART
_	81	3	thiriack	NN	NN
_	81	4	treibt	VVFIN	VVFIN
_	81	5	nicht	PTKNEG	PTKNEG
ADV	81	6	zurück	VVINF	ADV
_	81	7	die	ART	ART
_	81	8	Gift	NN	NN
_	81	9	/	$(	$(
_	81	10	sondern	KON	KON
_	81	11	er	PPER	PPER
_	81	12	zieht	VVFIN	VVFIN
APPR	81	13	zu	PTKZU	APPR
_	81	14	sich	PRF	PRF
KOUS	81	15	wie	KOKOM	KOKOM
_	81	16	man	PIS	PIS
_	81	17	sonst	ADV	ADV
_	81	18	weitläufig	ADJD	ADJD
_	81	19	in	APPR	APPR
_	81	20	der	ART	ART
NN	81	21	Schule	VVINF	NN
_	81	22	pflegt	VVFIN	VVFIN
_	81	23	zu	PTKZU	PTKZU
_	81	24	disputieren	VVINF	VVINF
_	81	25	.	$.	$.
_	82	1	auch	ADV	ADV
_	82	2	mögen	VMFIN	VMFIN
_	82	3	die	ART	ART
_	82	4	armen	ADJA	ADJA
_	82	5	Leute	NN	NN
_	82	6	ein	ART	ART
_	82	7	Pflaster	NN	NN
VVINF	82	8	machen	VVINF	VVFIN
_	82	9	von	APPR	APPR
_	82	10	saurem	ADJA	ADJA
_	82	11	Teig	NN	NN
_	82	12	/	$(	$(
ADJA	82	13	altem	ADJD	ADJA
_	82	14	Schmer	NN	NN
_	82	15	/	$(	$(
_	82	16	Vitriol	NN	NN
XY	82	17	/[28]|/[29]	XY	$(
NN	82	18	Kalk	VVIMP	NN
_	82	19	/	$(	$(
NN	82	20	Pech	VVIMP	NN
_	82	21	/	$(	$(
_	82	22	ein	ART	ART
PIS	82	23	jedes	PIAT	PIAT
_	82	24	ein	ART	ART
ADV	82	25	wenig	PIS	PIS
_	82	26	.	$.	$.
PDS	83	1	die	ART	PDS
_	83	2	mögen	VMFIN	VMFIN
_	83	3	auch	ADV	ADV
NN	83	4	Schnitteln	VVINF	NN
_	83	5	von	APPR	APPR
_	83	6	dem	ART	ART
_	83	7	Rettich	NN	NN
_	83	8	auflegen	VVINF	VVINF
_	83	9	/	$(	$(
_	83	10	und	KON	KON
_	83	11	oftmals	ADV	ADV
PDS	83	12	dieselbigen	PDAT	ADJA
VVINF	83	13	verneuern	ADJA	VVINF
_	83	14	/	$(	$(
_	83	15	dann	ADV	ADV
_	83	16	es	PPER	PPER
_	83	17	zieht	VVFIN	VVFIN
_	83	18	wohl	ADV	ADV
PTKVZ	83	19	aus	APPR	PTKVZ
_	83	20	.	$.	$.
_	84	1	man	PIS	PIS
_	84	2	soll	VMFIN	VMFIN
_	84	3	auch	ADV	ADV
_	84	4	Kamillenblumen	NN	NN
_	84	5	/	$(	$(
NN	84	6	Foenumgraecumsamen	NE	NN
_	84	8	gepulvert	VVPP	VVPP
_	84	9	ein	ART	ART
PIS	84	10	itzliches	NE	ADJA
_	84	11	zwei	CARD	CARD
_	84	12	Lot	NN	NN
_	84	13	nehmen	VVINF	VVINF
_	84	14	und	KON	KON
PAV	84	15	darzu	PAV	ADV
_	84	16	tue	VVFIN	VVFIN
_	84	17	man	PIS	PIS
_	84	18	auch	ADV	ADV
NN	84	19	Leinsamen	VVIMP	NN
_	84	20	/	$(	$(
ADJA	84	21	große	ADJD	ADJA
_	84	22	Pappelwurz	NN	NN
_	84	23	/	$(	$(
PIS	84	24	jedes	PIAT	PIAT
_	84	25	zwei	CARD	CARD
_	84	26	Lot	NN	NN
_	84	27	/	$(	$(
NN	84	28	Sauerteig	ADJD	NN
_	84	29	von	APPR	APPR
NN	84	30	Roggenmehl	VVINF	NN
CARD	84	31	2	NE	CARD
_	84	32	Lot	NN	NN
_	84	33	.	$.	$.
NN	84	34	Tormentillwurz	NE	NN
_	84	35	/	$(	$(
_	84	36	das	ART	ART
_	84	37	Kraut	NN	NN
FM	84	38	Valerian	NE	NE
_	84	39	/	$(	$(
FM	84	40	Diptam	NE	NN
_	84	41	/	$(	$(
PIS	84	42	jedes	PIAT	PIAT
CARD	84	43	3	XY	CARD
NN	84	44	Quent	NN	NE
_	84	45	/	$(	$(
_	84	46	Senfsamen	NN	NN
_	84	47	/	$(	$(
_	84	48	Taubenkot	NN	NN
_	84	49	ein	ART	ART
PIS	84	50	jedes	PIAT	PIAT
CARD	84	51	1	NE	CARD
_	84	52	Lot	NN	NN
ADJA	84	53	weiße	VVFIN	ADJA
_	84	54	Lilien	NN	NN
_	84	55	und	KON	KON
_	84	56	Kamillenöl	NN	NN
PIS	84	57	jedes	PIAT	PIAT
_	84	58	vier	CARD	CARD
_	84	59	Lot	NN	NN
_	84	60	/	$(	$(
_	84	61	aus	APPR	APPR
PDS	84	62	dem	ART	PDS
_	84	63	mag	VMFIN	VMFIN
_	84	64	man	PIS	PIS
_	84	65	ein	ART	ART
_	84	66	Pflaster	NN	NN
_	84	67	machen	VVINF	VVINF
_	84	68	/	$(	$(
_	84	69	und	KON	KON
_	84	70	darauf	PAV	PAV
_	84	71	legen	VVINF	VVINF
_	84	72	/	$(	$(
_	84	73	denn	KON	KON
_	84	74	es	PPER	PPER
_	84	75	tut	VVFIN	VVFIN
_	84	76	in	APPR	APPR
_	84	77	diesen	PDAT	PDAT
_	84	78	giftigen	ADJA	ADJA
NN	84	79	Beulen	VVINF	NN
_	84	80	sehr	ADV	ADV
_	84	81	viel	ADV	ADV
_	84	82	.	$.	$.
_	85	1	in	APPR	APPR
_	85	2	der	ART	ART
_	85	3	Eile	NN	NN
_	85	4	aber	ADV	ADV
_	85	5	mag	VMFIN	VMFIN
_	85	6	man	PIS	PIS
VVINF	85	7	nehmen	VVINF	VVFIN
_	85	8	das	ART	ART
_	85	9	Pflaster	NN	NN
_	85	10	in	APPR	APPR
_	85	11	der	ART	ART
_	85	12	Apotheke	NN	NN
_	85	13	genannt	VVPP	VVPP
FM	85	14	diachylon	NE	NE
FM	85	15	simplex	NE	NN
_	85	16	,	$,	$,
_	85	17	bei	APPR	APPR
CARD	85	18	2	NE	CARD
_	85	19	Unzen	NN	NN
_	85	20	/	$(	$(
PAV	85	21	darzu	PAV	ADV
_	85	22	soll	VMFIN	VMFIN
VVPP	85	23	vermischt	VVFIN	VVPP
VAINF	85	24	werden	VAINF	VAFIN
FM	85	25	Ammoniacum	NE	NN
_	85	26	und	KON	KON
FM	85	27	Galbanum	NE	NN
_	85	28	/	$(	$(
PIS	85	29	jedes	PIAT	PIAT
_	85	30	bei	APPR	APPR
CARD	85	31	einer	ART	ART
_	85	32	Unze	NN	NN
_	85	33	.	$.	$.
_	86	1	es	PPER	PPER
_	86	2	ist	VAFIN	VAFIN
_	86	3	auch	ADV	ADV
_	86	4	gut	ADJD	ADJD
_	86	5	der	ART	ART
_	86	6	Gänsemist	NN	NN
_	86	7	/	$(	$(
_	86	8	mit	APPR	APPR
_	86	9	gemeinem	ADJA	ADJA
_	86	10	Öl	NN	NN
_	86	11	aufgelegt	VVPP	VVPP
_	86	12	.	$.	$.
_	86	13	wer	PWS	PWS
_	86	14	da	ADV	ADV
_	86	15	will	VMFIN	VMFIN
PIAT	86	16	etwas	PIS	PIAT
_	86	17	Stärkeres	NN	NN
VAINF	86	18	haben	VAFIN	VAINF
_	86	19	/	$(	$(
_	86	20	wird	VAFIN	VAFIN
_	86	21	man	PIS	PIS
VVINF	86	22	bekommen	VVINF	VVFIN
_	86	23	in	APPR	APPR
_	86	24	der	ART	ART
_	86	25	Apotheke	NN	NN
_	86	26	.	$.	$.
_	87	1	und	KON	KON
ADV	87	2	nachfolgend	VVPP	ADJD
_	87	3	wird	VAFIN	VAFIN
_	87	4	sich	PRF	PRF
_	87	5	ein	ART	ART
_	87	6	geschickter	ADJA	ADJA
NN	87	7	Barbierer	NE	NN
_	87	8	wohl	ADV	ADV
_	87	9	wissen	VVINF	VVINF
_	87	10	zu	PTKZU	PTKZU
_	87	11	halten	VVINF	VVINF
_	87	12	.	$.	$.
_	88	1	zum	APPRART	APPRART
_	88	2	Beschluss	NN	NN
_	88	3	wird	VAFIN	VAFIN
_	88	4	ein	ART	ART
PIS	88	5	jeder	PIAT	PIAT
_	88	6	Zuflucht	NN	NN
_	88	7	haben	VAFIN	VAFIN
APPR	88	8	zu	PTKZU	APPR
_	88	9	Gott	NN	NN
_	88	10	/	$(	$(
KOUS	88	11	wie	KOKOM	KOUS
_	88	12	David	NE	NE
_	88	13	täte	VVFIN	VVFIN
_	88	14	/	$(	$(
KOUS	88	15	da	ADV	ADV
_	88	16	um	APPR	APPR
_	88	17	seiner	PPOSAT	PPOSAT
_	88	18	Sünden	NN	NN
APPO	88	19	willen	NN	APPO
_	88	20	/	$(	$(
_	88	21	zwischen	APPR	APPR
NE	88	22	Dan	ADV	NE
_	88	23	und	KON	KON
_	88	24	Beerscheba	NE	NE
_	88	25	in	APPR	APPR
_	88	26	drei	CARD	CARD
_	88	27	Tagen	NN	NN
CARD	88	28	siebzigtausend	CARD	NN
NN	88	29	Mann	PIS	NN
_	88	30	an	APPR	APPR
_	88	31	der	ART	ART
_	88	32	Pestilenz	NN	NN
_	88	33	gestorben	VVPP	VVPP
_	88	34	sind	VAFIN	VAFIN
_	88	35	.	$.	$.
_	89	1	aber	KON	KON
KOUS	89	2	da	ADV	KOUS
_	89	3	David	NE	NE
_	89	4	um	APPR	APPR
NN	89	5	Verzeihung	NE	NN
_	89	6	der	ART	ART
_	89	7	Sünden	NN	NN
_	89	8	bat	VVFIN	VVFIN
_	89	9	/	$(	$(
_	89	10	und	KON	KON
_	89	11	Gnade	NN	NN
_	89	12	erlangt	VVFIN	VVFIN
_	89	13	durch	APPR	APPR
PPOSAT	89	14	sein	VAINF	PPOSAT
ADJA	89	15	christliches	ADJD	ADJA
_	89	16	Gebet	NN	NN
_	89	17	/	$(	$(
_	89	18	und	KON	KON
NN	89	19	anrufen	APPR	VVFIN
_	89	20	/	$(	$(
_	89	21	so	ADV	ADV
_	89	22	hatte	VAFIN	VAFIN
_	89	23	die	ART	ART
_	89	24	Pestilenz	NN	NN
_	89	25	ein	ART	ART
_	89	26	Ende	NN	NN
_	89	27	.	$.	$.
ADV	90	1	desgleichen	KOUS	ADV
VAFIN	90	2	werden	VAINF	VAFIN
_	90	3	alle	PIAT	PIAT
_	90	4	frommen	ADJA	ADJA
_	90	5	Christen	NN	NN
_	90	6	tun	VVINF	VVINF
_	90	7	/	$(	$(
_	90	8	und	KON	KON
_	90	9	sich	PRF	PRF
_	90	10	auf	APPR	APPR
_	90	11	die	ART	ART
_	90	12	Zusagung	NN	NN
_	90	13	Gottes	NN	NN
VVINF	90	14	verlassen	NE	VVPP
_	90	15	.	$.	$.
_	91	1	FINIS	NN	NN
_	91	2	.	$.	$.
