GOLDPOS	SID	TID	TOKEN	POS1	POS2
_	232	43	gedruckt	VVPP	VVPP
_	232	44	Meldung	NN	NN
_	232	45	tut	VVFIN	VVFIN
_	232	46	.	$.	$.
_	233	1	und	KON	KON
_	233	2	ist	VAFIN	VAFIN
_	233	3	beides	PIS	PIS
ADJD	233	4	unrecht	NN	ADJD
_	233	5	/	$(	$(
_	233	6	wenn	KOUS	KOUS
_	233	7	man	PIS	PIS
_	233	8	entweder	KON	KON
_	233	9	aus	APPR	APPR
NN	233	10	Unbedacht	ADJD	NN
PTKA	233	11	zu	PTKZU	PTKA
PIAT	233	12	viele	ADV	PIAT
_	233	13	Kräfte	NN	NN
_	233	14	diesen	PDAT	PDAT
_	233	15	und	KON	KON
PIAT	233	16	anderen	ADJA	PIS
_	233	17	natürlichen	ADJA	ADJA
_	233	18	Mitteln	NN	NN
_	233	19	zuschreibt	VVFIN	VVFIN
_	233	20	/	$(	$(
_	233	21	oder	KON	KON
_	233	22	aus	APPR	APPR
_	233	23	Leichtfertigkeit	NN	NN
PDS	233	24	dieselbe	PDAT	PDS
_	233	25	bald	ADV	ADV
_	233	26	ganz	ADV	ADV
_	233	27	und	KON	KON
_	233	28	gar	ADV	ADV
_	233	29	fahren	VVINF	VVINF
_	233	30	lässt	VVFIN	VVFIN
_	233	31	und	KON	KON
_	233	32	vernichtet	VVPP	VVPP
_	233	33	.	$.	$.
PAV	234	1	derowegen	ADV	NN
_	234	2	so	ADV	ADV
_	234	3	nun	ADV	ADV
_	234	4	jemand	PIS	PIS
_	234	5	diesen	PDAT	PDAT
_	234	6	Brunnen	NN	NN
_	234	7	recht	ADJD	ADJD
VVINF	234	8	brauchen	VVFIN	VVINF
_	234	9	will	VMFIN	VMFIN
_	234	10	/	$(	$(
_	234	11	oder	KON	KON
PDS	234	12	denselben	PDAT	PDS
_	234	13	zu	PTKZU	PTKZU
VVINF	234	14	brauchen	VVFIN	VVINF
_	234	15	ihn	PPER	PPER
_	234	16	die	ART	ART
_	234	17	Not	NN	NN
_	234	18	zwingt	VVFIN	VVFIN
_	234	19	/	$(	$(
PDS	234	20	der	ART	PDS
_	234	21	soll	VMFIN	VMFIN
ADV	234	22	erstlich	ADV	ADJD
_	234	23	wissen	VVINF	VVINF
_	234	24	/	$(	$(
_	234	25	dass	KOUS	KOUS
_	234	26	dieser	PDAT	PDAT
_	234	27	Brunnen	NN	NN
_	234	28	vor	APPR	APPR
_	234	29	sich	PRF	PRF
_	234	30	selbst	ADV	ADV
_	234	31	/	$(	$(
_	234	32	die	ART	ART
_	234	33	Natur	NN	NN
_	234	34	zu	PTKZU	PTKZU
_	234	35	purgieren	VVINF	VVINF
_	234	36	nicht	PTKNEG	PTKNEG
_	234	37	hat	VAFIN	VAFIN
_	234	38	/	$(	$(
KOUS	234	39	sintemal	KOUS	ADV
_	234	40	er	PPER	PPER
_	234	41	unter	APPR	APPR
_	234	42	hundert	CARD	CARD
_	234	43	Personen	NN	NN
_	234	44	kaum	ADV	ADV
PIS	234	45	eine	ART	PIS
_	234	46	purgiert	VVFIN	VVFIN
_	234	47	/	$(	$(
_	234	48	und	KON	KON
_	234	49	ob	KOUS	KOUS
ADV	234	50	gleich	ADV	ADJD
_	234	51	bei	APPR	APPR
PIAT	234	52	etlichen	ADJA	PIAT
NN	234	53	purgationes	NE	NN
_	234	54	erfolgen	VVINF	VVINF
_	234	55	/	$(	$(
_	234	56	so	ADV	ADV
_	234	57	geschieht	VVFIN	VVFIN
_	234	58	es	PPER	PPER
_	234	59	doch	ADV	ADV
_	234	60	nur	ADV	ADV
_	234	61	zufälliger	ADJA	ADJA
_	234	62	Weise	NN	NN
_	234	63	/	$(	$(
_	234	64	weil	KOUS	KOUS
_	234	65	durch	APPR	APPR
_	234	66	diesen	PDAT	PDAT
_	234	67	Brunnen	NN	NN
_	234	68	entweder	KON	KON
_	234	69	die	ART	ART
_	234	70	bösen	ADJA	ADJA
_	234	71	Feuchtigkeiten	NN	NN
VVPP	234	72	erweicht	VVFIN	VVPP
_	234	73	und	KON	KON
_	234	74	zubereitet	VVPP	VVPP
_	234	75	werden	VAINF	VAINF
_	234	76	/	$(	$(
_	234	77	dass	KOUS	KOUS
_	234	78	sie	PPER	PPER
_	234	79	hernach	ADV	ADV
_	234	80	von	APPR	APPR
_	234	81	der	ART	ART
_	234	82	Natur	NN	NN
_	234	83	ausgetrieben	VVPP	VVPP
_	234	84	/	$(	$(
_	234	85	oder	KON	KON
_	234	86	die	ART	ART
_	234	87	Natur	NN	NN
_	234	88	durch	APPR	APPR
_	234	89	denselben	PDAT	PDAT
_	234	90	gestärkt	VVPP	VVPP
_	234	91	wird	VAFIN	VAFIN
_	234	92	/	$(	$(
_	234	93	dass	KOUS	KOUS
_	234	94	sie	PPER	PPER
PDAT	234	95	solche	PIAT	PIAT
_	234	96	böse	ADJA	ADJA
_	234	97	Feuchtigkeit	NN	NN
_	234	98	angreift	VVFIN	VVFIN
_	234	99	/	$(	$(
_	234	100	und	KON	KON
_	234	101	durch	APPR	APPR
_	234	102	bequeme	ADJA	ADJA
_	234	103	/	$(	$(
_	234	104	oder	KON	KON
_	234	105	sonsten	ADV	ADV
PPER	234	106	ihr	PPOSAT	PPER
_	234	107	vor	APPR	APPR
PDAT	234	108	dessen	PDS	PDAT
_	234	109	gewöhnliche	ADJA	ADJA
_	234	110	Wege	NN	NN
_	234	111	ausführt	VVFIN	VVFIN
_	234	112	.	$.	$.
PDS	235	1	dergleichen	PIS	PIS
_	235	2	weiß	VVFIN	VVFIN
_	235	3	ich	PPER	PPER
_	235	4	dass	KOUS	KOUS
PRF	235	5	sich	PPER	PRF
_	235	6	es	PPER	PPER
_	235	7	auch	ADV	ADV
_	235	8	mit	APPR	APPR
_	235	9	dem	ART	ART
ADJA	235	10	lapidaren	NE	ADJA
_	235	11	Bezoar	NN	NN
_	235	12	oder	KON	KON
_	235	13	Giftstein	NN	NN
_	235	14	zugetragen	VVPP	VVPP
_	235	15	/	$(	$(
_	235	16	dass	KOUS	KOUS
_	235	17	/	$(	$(
KOUS	235	18	da	ADV	KOUS
_	235	19	man	PIS	PIS
PDS	235	20	denselben	PDAT	PDS
_	235	21	einem	ART	ART
_	235	22	Patienten	NN	NN
_	235	23	eingegeben	VVPP	VVPP
_	235	24	/	$(	$(
ADV	235	25	gleich	ADV	ADJD
_	235	26	so	ADV	ADV
_	235	27	viel	ADV	ADV
_	235	28	/	$(	$(
FM	235	29	Salva	NE	NE
FM	235	30	reverentia	NE	NE
_	235	31	,	$,	$,
_	235	32	Stuhlgänge	NN	NN
_	235	33	darauf	PAV	PAV
_	235	34	erfolgten	VVFIN	VVFIN
_	235	35	/	$(	$(
_	235	36	so	ADV	ADV
PIAT	235	37	viele	ADV	PIAT
_	235	38	Gerstenkörner	NN	NN
_	235	39	schwer	ADJD	ADJD
_	235	40	desselben	PDS	PDS
_	235	41	eingenommen	VVPP	VVPP
_	235	42	worden	VAPP	VAPP
_	235	43	/	$(	$(
PRELS	235	44	welches	PRELS	PWS
_	235	45	doch	ADV	ADV
_	235	46	ganz	ADV	ADV
_	235	47	und	KON	KON
_	235	48	gar	ADV	ADV
_	235	49	wider	APPR	APPR
_	235	50	die	ART	ART
_	235	51	Natur	NN	NN
_	235	52	des	ART	ART
_	235	53	Steins	NN	NN
_	235	54	läuft	VVFIN	VVFIN
_	235	55	/	$(	$(
KOUS	235	56	sintemal	KOUS	ADV
PDS	235	57	derselbe	PDAT	PDS
_	235	58	den	ART	ART
_	235	59	Schweiß	NN	NN
_	235	60	treibt	VVFIN	VVFIN
_	235	61	/	$(	$(
_	235	62	und	KON	KON
_	235	63	also	ADV	ADV
_	235	64	viel	ADV	ADV
_	235	65	mehr	ADV	ADV
VVFIN	235	66	verstopft	VVFIN	VVPP
_	235	67	.	$.	$.
ADV	236	1	dieweil	KOUS	ADV
_	236	2	auch	ADV	ADV
_	236	3	bisweilen	ADV	ADV
_	236	4	/	$(	$(
_	236	5	wenn	KOUS	KOUS
_	236	6	man	PIS	PIS
_	236	7	diesen	PDAT	PDAT
_	236	8	Brunnen	NN	NN
_	236	9	braucht	VVFIN	VVFIN
_	236	10	/	$(	$(
_	236	11	ein	ART	ART
_	236	12	Reißen	NN	NN
_	236	13	oder	KON	KON
PIAT	236	14	andere	ADJA	PIS
_	236	15	Angelegenheit	NN	NN
_	236	16	entsteht	VVFIN	VVFIN
_	236	17	/	$(	$(
KOUS	236	18	wann	PWAV	PWAV
_	236	19	der	ART	ART
_	236	20	Leib	NN	NN
_	236	21	nicht	PTKNEG	PTKNEG
_	236	22	zuvor	ADV	ADV
_	236	23	purgiert	VVFIN	VVFIN
_	236	24	oder	KON	KON
_	236	25	gereinigt	VVPP	VVPP
_	236	26	/	$(	$(
KOUS	236	27	als	KOKOM	KOKOM
_	236	28	ist	VAFIN	VAFIN
_	236	29	von	APPR	APPR
NN	236	30	Nöten	VVINF	NN
_	236	31	/	$(	$(
_	236	32	dass	KOUS	KOUS
_	236	33	ein	ART	ART
PIS	236	34	jeder	PIAT	PIS
_	236	35	zuvor	ADV	ADV
_	236	36	sich	PRF	PRF
_	236	37	prüfe	VVFIN	VVFIN
_	236	38	/	$(	$(
_	236	39	oder	KON	KON
_	236	40	eines	ART	ART
ADJA	236	41	verständigen	VVINF	ADJA
_	236	42	/	$(	$(
_	236	43	treuen	ADJA	ADJA
NN	236	44	Medizi	NE	NN
_	236	45	Rat	NN	NN
_	236	46	brauche	VVFIN	VVFIN
_	236	47	/	$(	$(
_	236	48	denn	KON	KON
_	236	49	da	ADV	ADV
_	236	50	keine	PIAT	PIAT
_	236	51	übrige	ADJA	ADJA
_	236	52	böse	ADJA	ADJA
_	236	53	Feuchtigkeit	NN	NN
_	236	54	im	APPRART	APPRART
_	236	55	Leib	NN	NN
_	236	56	vorhanden	ADJD	ADJD
_	236	57	/	$(	$(
_	236	58	oder	KON	KON
_	236	59	sonsten	ADV	ADV
_	236	60	keine	PIAT	PIAT
_	236	61	Hinderung	NN	NN
_	236	62	vorfällt	VVFIN	VVFIN
_	236	63	/	$(	$(
_	236	64	darf	VMFIN	VMFIN
_	236	65	es	PPER	PPER
PIAT	236	66	keiner	PIS	PIAT
_	236	67	Zubereitung	NN	NN
_	236	68	oder	KON	KON
_	236	69	Purgation	NN	NN
_	236	70	.	$.	$.
KOUS	237	1	wann	PWAV	PWAV
_	237	2	aber	ADV	ADV
_	237	3	der	ART	ART
_	237	4	Leib	NN	NN
_	237	5	voller	ADJA	ADJA
_	237	6	Unreinigkeit	NN	NN
_	237	7	steckt	VVFIN	VVFIN
_	237	8	/	$(	$(
_	237	9	oder	KON	KON
_	237	10	sonsten	ADV	ADV
_	237	11	eine	ART	ART
_	237	12	Krankheit	NN	NN
_	237	13	vorhanden	ADJD	ADJD
_	237	14	/	$(	$(
_	237	15	deren	PRELAT	PRELAT
_	237	16	rechte	ADJA	ADJA
_	237	17	Ursache	NN	NN
_	237	18	dem	ART	ART
_	237	19	Patienten	NN	NN
_	237	20	verborgen	VVPP	VVPP
_	237	21	/	$(	$(
_	237	22	oder	KON	KON
_	237	23	nicht	PTKNEG	PTKNEG
_	237	24	eigentlich	ADV	ADV
_	237	25	bewusst	ADJD	ADJD
_	237	26	/	$(	$(
PDS	237	27	der	ART	PRELS
_	237	28	erhole	VVFIN	VVFIN
_	237	29	sich	PRF	PRF
_	237	30	zuvor	ADV	ADV
_	237	31	Rat	NN	NN
_	237	32	bei	APPR	APPR
_	237	33	einem	ART	ART
NN	237	34	Medico	NE	NN
_	237	35	,	$,	$,
_	237	36	lasse	VVFIN	VVFIN
_	237	37	sich	PRF	PRF
_	237	38	präparieren	VVINF	VVINF
_	237	39	und	KON	KON
_	237	40	purgieren	VVINF	VVINF
_	237	41	/	$(	$(
_	237	42	und	KON	KON
_	237	43	brauche	VVFIN	VVFIN
ADV	237	44	denn	KON	ADV
_	237	45	im	APPRART	APPRART
_	237	46	Namen	NN	NN
_	237	47	Gottes	NN	NN
_	237	48	den	ART	ART
_	237	49	Brunnen	NN	NN
_	237	50	/	$(	$(
_	237	51	wie	KOKOM	KOKOM
_	237	52	folgt	VVFIN	VVFIN
_	237	53	:	$.	$.
ADV	237	54	erstlich	ADV	ADJD
_	237	55	in	APPR	APPR
_	237	56	Hauptbeschwerung	NN	NN
_	237	57	/	$(	$(
NN	237	58	Dumpf	ADJD	NN
_	237	59	/	$(	$(
_	237	60	und	KON	KON
_	237	61	im	APPRART	APPRART
_	237	62	Stein	NN	NN
_	237	63	/	$(	$(
_	237	64	braucht	VVFIN	VVFIN
_	237	65	man	PIS	PIS
_	237	66	ihn	PPER	PPER
_	237	67	nur	ADV	ADV
_	237	68	zum	APPRART	APPRART
NN	237	69	Trinken	VVFIN	NN
_	237	70	/	$(	$(
_	237	71	wiewohl	KOUS	KOUS
_	237	72	man	PIS	PIS
_	237	73	in	APPR	APPR
_	237	74	Hauptbeschwerung	NN	NN
_	237	75	und	KON	KON
_	237	76	im	APPRART	APPRART
_	237	77	Stein	NN	NN
_	237	78	ihn	PPER	PPER
_	237	79	auch	ADV	ADV
_	237	80	von	APPR	APPR
ADV	237	81	außen	NN	ADV
_	237	82	/	$(	$(
_	237	83	umzuschlagen	VVIZU	VVIZU
_	237	84	und	KON	KON
VVIZU	237	85	aufzulegen	APPR	VVIZU
VVINF	237	86	brauchen	VVFIN	VVINF
_	237	87	kann	VMFIN	VMFIN
_	237	88	.	$.	$.
ADV	238	1	allhier	ADV	ADJD
_	238	2	entsteht	VVFIN	VVFIN
_	238	3	bald	ADV	ADV
_	238	4	eine	ART	ART
_	238	5	Frage	NN	NN
_	238	6	/	$(	$(
_	238	7	ob	KOUS	KOUS
_	238	8	man	PIS	PIS
_	238	9	ihn	PPER	PPER
_	238	10	kalt	ADJD	ADJD
_	238	11	/	$(	$(
_	238	12	und	KON	KON
KOUS	238	13	wie	KOKOM	KOUS
_	238	14	man	PIS	PIS
_	238	15	zukommt	VVFIN	VVFIN
_	238	16	/	$(	$(
_	238	17	oder	KON	KON
_	238	18	aber	ADV	ADV
_	238	19	warm	ADJD	ADJD
_	238	20	und	KON	KON
_	238	21	auf	APPR	APPR
_	238	22	gewisse	ADJA	ADJA
_	238	23	Masse	NN	NN
VVINF	238	24	trinken	VVFIN	VVINF
_	238	25	solle	VMFIN	VMFIN
_	238	26	?	$.	$.
_	239	1	zwar	ADV	ADV
_	239	2	die	ART	ART
_	239	3	Kälte	NN	NN
_	239	4	oder	KON	KON
_	239	5	Wärme	NN	NN
_	239	6	betreffend	ADJD	ADJD
_	239	7	/	$(	$(
_	239	8	halte	VVFIN	VVFIN
_	239	9	ich	PPER	PPER
_	239	10	dafür	PAV	PAV
_	239	11	/	$(	$(
_	239	12	dass	KOUS	KOUS
_	239	13	er	PPER	PPER
_	239	14	warm	ADJD	ADJD
_	239	15	besser	ADJD	ADJD
_	239	16	zu	PTKZU	PTKZU
VVINF	239	17	trinken	VVFIN	VVINF
_	239	18	sei	VAFIN	VAFIN
_	239	19	/	$(	$(
_	239	20	denn	KON	KON
_	239	21	kalt	ADJD	ADJD
_	239	22	/	$(	$(
_	239	23	aus	APPR	APPR
_	239	24	folgenden	ADJA	ADJA
_	239	25	Ursachen	NN	NN
$.	239	26	:	$.	$(
ADV	239	27	erstlich	ADV	ADJD
_	239	28	/	$(	$(
KOUS	239	29	dieweil	KOUS	ADV
_	239	30	die	ART	ART
_	239	31	Kräfte	NN	NN
_	239	32	dieses	PDAT	PDAT
_	239	33	Wassers	NN	NN
_	239	34	mehr	ADV	ADV
_	239	35	in	APPR	APPR
_	239	36	einer	ART	ART
_	239	37	corporalischen	ADJA	ADJA
_	239	38	denn	KON	KON
ADJA	239	39	spiritualischen	ADJD	ADJA
_	239	40	oder	KON	KON
_	239	41	dünstigen	ADJA	ADJA
_	239	42	Minera	NN	NN
_	239	43	bestehen	VVFIN	VVFIN
_	239	44	/	$(	$(
_	239	45	dass	KOUS	KOUS
_	239	46	also	ADV	ADV
_	239	47	nicht	PTKNEG	PTKNEG
_	239	48	/	$(	$(
_	239	49	wie	KOKOM	KOKOM
_	239	50	in	APPR	APPR
PIAT	239	51	meistes	PIAT	ADJA
_	239	52	Teils	NN	NN
_	239	53	Sauerbrunnen	NN	NN
_	239	54	/	$(	$(
_	239	55	zu	PTKZU	PTKZU
VVINF	239	56	befahren	VVPP	VVINF
_	239	57	/	$(	$(
_	239	58	dass	KOUS	KOUS
_	239	59	durch	APPR	APPR
_	239	60	das	ART	ART
NN	239	61	Wärmen	VVFIN	NN
_	239	62	die	ART	ART
_	239	63	Kräfte	NN	NN
ADV	239	64	weg	PTKVZ	ADV
_	239	65	gehen	VVINF	VVINF
_	239	66	und	KON	KON
_	239	67	verrauchen	VVINF	VVINF
_	239	68	möchten	VMFIN	VMFIN
_	239	69	.	$.	$.
_	240	1	hergegen	ADV	ADV
_	240	2	aber	ADV	ADV
_	240	3	durch	APPR	APPR
_	240	4	die	ART	ART
_	240	5	Wärme	NN	NN
_	240	6	und	KON	KON
FM	240	7	actualem	NE	ADJA
FM	240	8	caliditatem	NE	NN
ADJA	240	9	1.	NE	CARD
_	241	1	die	ART	ART
FM	241	2	cruditates	NE	NN
_	241	3	des	ART	ART
_	241	4	Wassers	NN	NN
_	241	5	/	$(	$(
_	241	6	sonderlich	ADJD	ADJD
_	241	7	die	ART	ART
PDS	241	8	jenigen	PIAT	PDAT
_	241	9	/	$(	$(
PRELS	241	10	welche	PWAT	PRELS
_	241	11	von	APPR	APPR
_	241	12	den	ART	ART
_	241	13	wilden	ADJA	ADJA
_	241	14	Quellen	NN	NN
_	241	15	dazu	PAV	PAV
VVFIN	241	16	kommen	VVFIN	VVINF
_	241	17	/	$(	$(
ADV	241	18	etwas	PIS	ADV
_	241	19	korrigiert	VVPP	VVPP
_	241	20	werden	VAINF	VAINF
_	241	21	.	$.	$.
ADJA	242	1	2.	NE	ADV
_	242	2	wegen	APPR	APPR
_	242	3	der	ART	ART
_	242	4	Wärme	NN	NN
PDAT	242	5	dies	PDS	PDAT
_	242	6	Wasser	NN	NN
_	242	7	dem	ART	ART
_	242	8	Magen	NN	NN
_	242	9	bequemer	ADJD	ADJD
_	242	10	und	KON	KON
ADJD	242	11	dienlicher	ADJA	ADJD
_	242	12	.	$.	$.
ADJA	243	1	3.	NE	CARD
_	244	1	das	ART	ART
_	244	2	irdische	ADJA	ADJA
_	244	3	und	KON	KON
_	244	4	grobe	ADJA	ADJA
_	244	5	Erdpech	NN	NN
_	244	6	/	$(	$(
_	244	7	wenn	KOUS	KOUS
_	244	8	dessen	PDS	PDS
PTKA	244	9	zu	PTKZU	PTKA
_	244	10	viel	ADV	ADV
_	244	11	dabei	PAV	PAV
_	244	12	ist	VAFIN	VAFIN
_	244	13	/	$(	$(
_	244	14	sich	PRF	PRF
ADV	244	15	etwas	PIS	ADV
_	244	16	sondert	VVFIN	VVFIN
_	244	17	und	KON	KON
APPR	244	18	zu	PTKZU	APPR
_	244	19	Grunde	NN	NN
_	244	20	setzt	VVFIN	VVFIN
_	244	21	/	$(	$(
KOUS	244	22	damit	PAV	KOUS
PDS	244	23	dasselbe	PDAT	PDS
_	244	24	wegen	APPR	APPR
_	244	25	großer	ADJA	ADJA
_	244	26	Menge	NN	NN
_	244	27	nicht	PTKNEG	PTKNEG
_	244	28	ins	APPRART	APPRART
_	244	29	Haupt	NN	NN
_	244	30	steige	VVFIN	VVFIN
_	244	31	/	$(	$(
_	244	32	und	KON	KON
_	244	33	Wehtag	NN	NN
_	244	34	darin	PAV	PAV
_	244	35	verursache	VVFIN	VVFIN
_	244	36	.	$.	$.
ADJA	245	1	4.	NE	CARD
_	246	1	der	ART	ART
_	246	2	Brunnen	NN	NN
ADV	246	3	desto	ADV	KON
_	246	4	besser	ADJD	ADJD
_	246	5	durchdringt	VVFIN	VVFIN
_	246	6	/	$(	$(
_	246	7	und	KON	KON
_	246	8	seine	PPOSAT	PPOSAT
_	246	9	Wirkung	NN	NN
ADV	246	10	desto	ADV	KON
ADJD	246	11	schleiniger	NN	ADJD
VVFIN	246	12	verrichtet	VVPP	VVFIN
_	246	13	/	$(	$(
ADV	246	14	insonderheit	ADV	NN
_	246	15	den	ART	ART
_	246	16	Schweiß	NN	NN
ADV	246	17	desto	ADV	KON
_	246	18	ehe	KOUS	KOUS
_	246	19	und	KON	KON
_	246	20	besser	ADJD	ADJD
_	246	21	fördert	VVFIN	VVFIN
_	246	22	.	$.	$.
_	247	1	doch	KON	KON
_	247	2	mag	VMFIN	VMFIN
_	247	3	man	PIS	PIS
_	247	4	über	APPR	APPR
_	247	5	der	ART	ART
_	247	6	Mahlzeit	NN	NN
_	247	7	vor	APPR	APPR
_	247	8	den	ART	ART
_	247	9	Durst	NN	NN
PDS	247	10	denselben	PDAT	PDS
_	247	11	auch	ADV	ADV
_	247	12	wohl	ADV	ADV
_	247	13	kalt	ADJD	ADJD
VVINF	247	14	trinken	VVFIN	VVINF
_	247	15	.	$.	$.
_	248	1	was	PWS	PWS
_	248	2	aber	ADV	ADV
_	248	3	die	ART	ART
_	248	4	Maß	NN	NN
_	248	5	und	KON	KON
_	248	6	Menge	NN	NN
VVFIN	248	7	belangt	VVFIN	VVPP
_	248	8	/	$(	$(
_	248	9	halte	VVFIN	VVFIN
_	248	10	ich	PPER	PPER
_	248	11	es	PPER	PPER
_	248	12	nicht	PTKNEG	PTKNEG
ADV	248	13	vonnoͤhten	ADV	ADJD
_	248	14	/	$(	$(
_	248	15	dass	KOUS	KOUS
_	248	16	man	PIS	PIS
_	248	17	wie	KOKOM	KOKOM
_	248	18	in	APPR	APPR
_	248	19	Sauerbrunnen	NN	NN
_	248	20	und	KON	KON
_	248	21	warmen	ADJA	ADJA
_	248	22	Bädern	NN	NN
_	248	23	an	APPR	APPR
_	248	24	einer	ART	ART
_	248	25	geringen	ADJA	ADJA
_	248	26	Quantität	NN	NN
_	248	27	anfahe	VVFIN	VVFIN
_	248	28	/	$(	$(
PAV	248	29	damit	PAV	KOUS
_	248	30	täglich	ADJD	ADJD
_	248	31	steige	VVFIN	VVFIN
_	248	32	/	$(	$(
_	248	33	und	KON	KON
_	248	34	hernach	ADV	ADV
_	248	35	wieder	ADV	ADV
_	248	36	gemachsam	ADJD	ADJD
_	248	37	nachlasse	VVFIN	VVFIN
_	248	38	/	$(	$(
KOUS	248	39	dieweil	KOUS	ADV
_	248	40	in	APPR	APPR
_	248	41	warmen	ADJA	ADJA
_	248	42	Bädern	NN	NN
_	248	43	das	ART	ART
_	248	44	Wasser	NN	NN
PTKA	248	45	so	ADV	ADV
_	248	46	stark	ADJD	ADJD
_	248	47	/	$(	$(
_	248	48	und	KON	KON
_	248	49	unserer	PPOSAT	PPOSAT
_	248	50	Natur	NN	NN
PTKA	248	51	so	ADV	ADV
PTKA	248	52	sehr	ADV	ADV
ADV	248	53	zuwider	ADJD	PTKVZ
_	248	54	/	$(	$(
_	248	55	dass	KOUS	KOUS
_	248	56	man	PIS	PIS
_	248	57	der	ART	ART
_	248	58	plötzlichen	ADJA	ADJA
_	248	59	Änderung	NN	NN
APPO	248	60	wegen	APPR	APPO
_	248	61	/	$(	$(
PRELS	248	62	welche	PWAT	PRELS
_	248	63	nicht	PTKNEG	PTKNEG
_	248	64	ohne	APPR	APPR
_	248	65	Gefahr	NN	NN
_	248	66	ist	VAFIN	VAFIN
_	248	67	/	$(	$(
_	248	68	sich	PRF	PRF
_	248	69	billig	ADJD	ADJD
VVPP	248	70	befahren	VVPP	VVINF
_	248	71	/	$(	$(
_	248	72	und	KON	KON
PAV	248	73	derowegen	ADV	VVFIN
_	248	74	des	ART	ART
_	248	75	Wassers	NN	NN
_	248	76	allmählich	ADJD	ADJD
VVINF	248	77	gewohnen	VVINF	VVPP
_	248	78	/	$(	$(
_	248	79	und	KON	KON
_	248	80	wiederum	ADV	ADV
_	248	81	entwohnen	VVINF	VVINF
_	248	82	muss	VMFIN	VMFIN
_	248	83	/	$(	$(
_	248	84	welches	PWS	PWS
_	248	85	aber	ADV	ADV
_	248	86	in	APPR	APPR
_	248	87	diesem	PDAT	PDAT
_	248	88	Brunnen	NN	NN
_	248	89	nicht	PTKNEG	PTKNEG
_	248	90	zu	PTKZU	PTKZU
_	248	91	besorgen	VVINF	VVINF
_	248	92	/	$(	$(
KOUS	248	93	sintemal	KOUS	ADV
_	248	94	die	ART	ART
_	248	95	Erfahrung	NN	NN
_	248	96	bezeugt	VVFIN	VVFIN
_	248	97	/	$(	$(
_	248	98	dass	KOUS	KOUS
_	248	99	ein	ART	ART
_	248	100	scheinbarlicher	ADJA	ADJA
_	248	101	Unterschied	NN	NN
_	248	102	der	ART	ART
_	248	103	Wirkung	NN	NN
_	248	104	daher	PAV	PAV
_	248	105	verursacht	VVPP	VVPP
_	248	106	/	$(	$(
_	248	107	dass	KOUS	KOUS
PIS	248	108	etliche	PIAT	PIS
_	248	109	viel	ADV	ADV
_	248	110	/	$(	$(
_	248	111	etliche	PIAT	PIAT
PIS	248	112	wenig	PIS	ADV
_	248	113	dieses	PDAT	PDAT
_	248	114	Wassers	NN	NN
_	248	115	gebraucht	VVPP	VVPP
_	248	116	/	$(	$(
PIS	248	117	menniglichen	ADJA	ADJA
_	248	118	aber	ADV	ADV
_	248	119	dahin	PAV	PAV
_	248	120	gesehen	VVPP	VVPP
_	248	121	/	$(	$(
PRELS	248	122	was	PWS	PRELS
_	248	123	eines	ART	ART
_	248	124	jeden	PIAT	PIAT
_	248	125	Natur	NN	NN
_	248	126	leiden	VVINF	VVINF
_	248	127	und	KON	KON
_	248	128	ertragen	VVINF	VVINF
_	248	129	könnte	VMFIN	VMFIN
_	248	130	/	$(	$(
PRELS	248	131	welches	PRELS	PWS
_	248	132	dann	ADV	ADV
_	248	133	meines	PPOSAT	PPOSAT
_	248	134	Erachtens	NN	NN
_	248	135	fürnehmlich	ADJD	ADJD
_	248	136	in	APPR	APPR
NN	248	137	Acht	CARD	NN
_	248	138	zu	PTKZU	PTKZU
_	248	139	nehmen	VVINF	VVINF
_	248	140	/	$(	$(
_	248	141	und	KON	KON
_	248	142	ein	ART	ART
PIS	248	143	jeder	PIAT	PIS
_	248	144	sich	PRF	PRF
_	248	145	danach	PAV	PAV
VVINF	248	146	richten	VVFIN	VVINF
_	248	147	soll	VMFIN	VMFIN
_	248	148	.	$.	$.
_	249	1	jedoch	ADV	ADV
_	249	2	kann	VMFIN	VMFIN
_	249	3	man	PIS	PIS
_	249	4	auf	APPR	APPR
_	249	5	eines	ART	ART
_	249	6	jeden	PIAT	PIAT
_	249	7	Komplexion	NN	NN
_	249	8	,	$,	$,
_	249	9	Alter	NN	NN
_	249	10	/	$(	$(
_	249	11	Langwierigkeit	NN	NN
_	249	12	der	ART	ART
_	249	13	Krankheit	NN	NN
_	249	14	und	KON	KON
PIAT	249	15	andere	ADJD	PIS
_	249	16	Umstände	NN	NN
_	249	17	ein	ART	ART
_	249	18	Auge	NN	NN
VAINF	249	19	haben	VAFIN	VAINF
_	249	20	.	$.	$.
_	250	1	zum	APPRART	APPRART
_	250	2	Anderen	ADJA	PIS
_	250	3	im	APPRART	APPRART
_	250	4	Zipperlein	NN	NN
_	250	5	/	$(	$(
_	250	6	Lähme	NN	NN
_	250	7	/	$(	$(
_	250	8	Krätze	NN	NN
_	250	9	/	$(	$(
_	250	10	äußerlichen	ADJA	ADJA
_	250	11	Schäden	NN	NN
_	250	12	/	$(	$(
_	250	13	in	APPR	APPR
_	250	14	Augenfellen	NN	NN
_	250	15	ist	VVFIN	VAFIN
_	250	16	es	PPER	PPER
_	250	17	nicht	PTKNEG	PTKNEG
_	250	18	genug	ADV	ADV
_	250	19	/	$(	$(
