SID	TID	TOKEN	POS1	POS2
84	78	giftigen	ADJA	ADJA
84	79	Beulen	VVINF	NN
84	80	sehr	ADV	ADV
84	81	viel	ADV	ADV
84	82	.	$.	$.
85	1	in	APPR	APPR
85	2	der	ART	ART
85	3	Eile	NN	NN
85	4	aber	ADV	ADV
85	5	mag	VMFIN	VMFIN
85	6	man	PIS	PIS
85	7	nehmen	VVINF	VVFIN
85	8	das	ART	ART
85	9	Pflaster	NN	NN
85	10	in	APPR	APPR
85	11	der	ART	ART
85	12	Apotheke	NN	NN
85	13	genannt	VVPP	VVPP
85	14	diachylon	NE	NE
85	15	simplex	NE	NN
85	16	,	$,	$,
85	17	bei	APPR	APPR
85	18	2	NE	CARD
85	19	Unzen	NN	NN
85	20	/	$(	$(
85	21	darzu	PAV	ADV
85	22	soll	VMFIN	VMFIN
85	23	vermischt	VVFIN	VVPP
85	24	werden	VAINF	VAFIN
85	25	Ammoniacum	NE	NN
85	26	und	KON	KON
85	27	Galbanum	NE	NN
85	28	/	$(	$(
85	29	jedes	PIAT	PIAT
85	30	bei	APPR	APPR
85	31	einer	ART	ART
85	32	Unze	NN	NN
85	33	.	$.	$.
86	1	es	PPER	PPER
86	2	ist	VAFIN	VAFIN
86	3	auch	ADV	ADV
86	4	gut	ADJD	ADJD
86	5	der	ART	ART
86	6	Gänsemist	NN	NN
86	7	/	$(	$(
86	8	mit	APPR	APPR
86	9	gemeinem	ADJA	ADJA
86	10	Öl	NN	NN
86	11	aufgelegt	VVPP	VVPP
86	12	.	$.	$.
86	13	wer	PWS	PWS
86	14	da	ADV	ADV
86	15	will	VMFIN	VMFIN
86	16	etwas	PIS	PIAT
86	17	Stärkeres	NN	NN
86	18	haben	VAFIN	VAINF
86	19	/	$(	$(
86	20	wird	VAFIN	VAFIN
86	21	man	PIS	PIS
86	22	bekommen	VVINF	VVFIN
86	23	in	APPR	APPR
86	24	der	ART	ART
86	25	Apotheke	NN	NN
86	26	.	$.	$.
87	1	und	KON	KON
87	2	nachfolgend	VVPP	ADJD
87	3	wird	VAFIN	VAFIN
87	4	sich	PRF	PRF
87	5	ein	ART	ART
87	6	geschickter	ADJA	ADJA
87	7	Barbierer	NE	NN
87	8	wohl	ADV	ADV
87	9	wissen	VVINF	VVINF
87	10	zu	PTKZU	PTKZU
87	11	halten	VVINF	VVINF
87	12	.	$.	$.
88	1	zum	APPRART	APPRART
88	2	Beschluss	NN	NN
88	3	wird	VAFIN	VAFIN
88	4	ein	ART	ART
88	5	jeder	PIAT	PIAT
88	6	Zuflucht	NN	NN
88	7	haben	VAFIN	VAFIN
88	8	zu	PTKZU	APPR
88	9	Gott	NN	NN
88	10	/	$(	$(
88	11	wie	KOKOM	KOUS
88	12	David	NE	NE
88	13	täte	VVFIN	VVFIN
88	14	/	$(	$(
88	15	da	ADV	ADV
88	16	um	APPR	APPR
88	17	seiner	PPOSAT	PPOSAT
88	18	Sünden	NN	NN
88	19	willen	NN	APPO
88	20	/	$(	$(
88	21	zwischen	APPR	APPR
88	22	Dan	ADV	NE
88	23	und	KON	KON
88	24	Beerscheba	NE	NE
88	25	in	APPR	APPR
88	26	drei	CARD	CARD
88	27	Tagen	NN	NN
88	28	siebzigtausend	CARD	NN
88	29	Mann	PIS	NN
88	30	an	APPR	APPR
88	31	der	ART	ART
88	32	Pestilenz	NN	NN
88	33	gestorben	VVPP	VVPP
88	34	sind	VAFIN	VAFIN
88	35	.	$.	$.
89	1	aber	KON	KON
89	2	da	ADV	KOUS
89	3	David	NE	NE
89	4	um	APPR	APPR
89	5	Verzeihung	NE	NN
89	6	der	ART	ART
89	7	Sünden	NN	NN
89	8	bat	VVFIN	VVFIN
89	9	/	$(	$(
89	10	und	KON	KON
89	11	Gnade	NN	NN
89	12	erlangt	VVFIN	VVFIN
89	13	durch	APPR	APPR
89	14	sein	VAINF	PPOSAT
89	15	christliches	ADJD	ADJA
89	16	Gebet	NN	NN
89	17	/	$(	$(
89	18	und	KON	KON
89	19	anrufen	APPR	VVFIN
89	20	/	$(	$(
89	21	so	ADV	ADV
89	22	hatte	VAFIN	VAFIN
89	23	die	ART	ART
89	24	Pestilenz	NN	NN
89	25	ein	ART	ART
89	26	Ende	NN	NN
89	27	.	$.	$.
90	1	desgleichen	KOUS	ADV
90	2	werden	VAINF	VAFIN
90	3	alle	PIAT	PIAT
90	4	frommen	ADJA	ADJA
90	5	Christen	NN	NN
90	6	tun	VVINF	VVINF
90	7	/	$(	$(
90	8	und	KON	KON
90	9	sich	PRF	PRF
90	10	auf	APPR	APPR
90	11	die	ART	ART
90	12	Zusagung	NN	NN
90	13	Gottes	NN	NN
90	14	verlassen	NE	VVPP
90	15	.	$.	$.
91	1	FINIS	NN	NN
91	2	.	$.	$.
